지점,지점명,일시,평균기온(°C),최저기온(°C),일강수량(mm),최대 풍속(m/s),일 최심신적설(cm),체감온도(°C)
98,동두천,2014-02-12,-0.9,-6.7,,3,,-1.419787774
98,동두천,2014-02-13,0.3,-5,,2.8,,0.0405005
98,동두천,2014-02-14,1.7,-2.3,,4.4,,0.619294142
98,동두천,2014-02-15,1.1,-5,,3.2,,0.633306318
98,동두천,2014-02-16,1,-3.7,,4.2,,-0.064410525
98,동두천,2014-02-17,2.7,-1.5,,4.2,,1.840171004
98,동두천,2014-02-18,1.3,-2.5,,3.1,,0.919375919
98,동두천,2014-02-19,0.5,-4.8,,3.1,,0.042029372
98,동두천,2014-02-20,0.3,-4,,4.5,,-1.005771765
98,동두천,2014-02-21,0,-5.9,,4.5,,-1.343535534
98,동두천,2014-02-22,0.8,-5.1,,3.1,,0.371034327
98,동두천,2014-02-23,1.7,-4.6,,3.6,,1.047667419
98,동두천,2014-02-24,3,-2.6,,4.7,,1.943684052
98,동두천,2014-02-25,4.7,-1.8,,4.7,,3.863665317
98,동두천,2014-02-26,6.5,-1.9,,2.3,,7.113564824
98,동두천,2014-02-27,6.3,0.4,,5.3,,5.450127711
98,동두천,2014-02-28,5.4,-0.1,,2.3,,5.93159022
98,동두천,2014-03-01,5,1.6,,3,,5.035972898
98,동두천,2014-03-02,4,-1.8,,8.5,,1.826816869
98,동두천,2014-03-03,3.2,-3.9,,5.3,,1.918426016
98,동두천,2014-03-04,4.8,-1.7,,5.9,,3.527287008
98,동두천,2014-03-05,1.3,-2.3,,7.3,,-0.991179411
98,동두천,2014-03-06,-0.7,-6,,6.9,,-3.180428516
98,동두천,2014-03-07,-1.2,-7.2,,6.6,,-3.646866592
98,동두천,2014-03-08,1.1,-5.4,,5.4,,-0.516781794
98,동두천,2014-03-09,1.8,-1.9,0.7,9.1,,-0.933657288
98,동두천,2014-03-10,1.2,-5.9,,5.5,,-0.444652757
98,동두천,2014-03-11,3.2,-3.7,,5.3,,1.918426016
98,동두천,2014-03-12,5.9,0,0.2,3.6,,5.702061507
98,동두천,2014-03-13,4.4,-0.5,,3.9,,3.887494395
98,동두천,2014-03-14,2.7,-3.4,,6,,1.079183383
98,동두천,2014-03-15,5.7,-3.1,,8.6,,3.808625474
98,동두천,2014-03-16,11.2,6.4,,4.2,,11.36307865
98,동두천,2014-03-17,11.6,3,1.8,6.8,,11.1285366
98,동두천,2014-03-18,11,7.6,1.4,7.4,,10.30261429
98,동두천,2014-03-19,9,5.6,0,4.8,,8.686368493
98,동두천,2014-03-20,5.6,1.7,1.7,7.4,,3.997247734
98,동두천,2014-03-21,5.1,-1.4,,5.4,,4.046455851
98,동두천,2014-03-22,7.2,-1.2,,5.8,,6.313910847
98,동두천,2014-03-23,8.3,1.4,,6.1,,7.488658078
98,동두천,2014-03-24,9.6,0.9,,6.6,,8.856872296
98,동두천,2014-03-25,13.9,10.5,,4.3,,14.3601996
98,동두천,2014-03-26,15.7,9.8,,6.2,,15.98842874
98,동두천,2014-03-27,13,5.7,,5.5,,13.03491526
98,동두천,2014-03-28,15.8,9,,4.7,,16.40001357
98,동두천,2014-03-29,13.7,10.3,2,4.3,,14.13575486
98,동두천,2014-03-30,14,8.6,,4.8,,14.34194107
98,동두천,2014-03-31,14,5.2,,5.9,,14.09090771
98,동두천,2014-04-01,14.2,5.6,,6,,14.30002004
98,동두천,2014-04-02,14.5,6.9,,5.7,,14.70610392
98,동두천,2014-04-03,9,4.3,1.4,6.3,,8.240463895
98,동두천,2014-04-04,6,0.4,,6.1,,4.841273947
98,동두천,2014-04-05,4,-0.7,1.4,6.9,,2.279003043
98,동두천,2014-04-06,6.6,-0.8,,7.5,,5.138985782
98,동두천,2014-04-07,9.6,2.3,,5.5,,9.150971931
98,동두천,2014-04-08,11.2,2.5,,4.8,,11.17482043
98,동두천,2014-04-09,9.6,3.2,,4,,9.64452706
98,동두천,2014-04-10,13,6.9,,4.7,,13.23769149
98,동두천,2014-04-11,12.9,7.3,,5.6,,12.89695912
98,동두천,2014-04-12,13.4,9.3,,4.8,,13.66327236
98,동두천,2014-04-13,16.6,10.6,,6,,17.05915116
98,동두천,2014-04-14,15.9,8.9,,6.4,,16.18436838
98,동두천,2014-04-15,12.7,7.3,,4.6,,12.92674412
98,동두천,2014-04-16,14,9.7,,4.2,,14.50003647
98,동두천,2014-04-17,14.1,8.5,2.3,3.3,,14.88728812
98,동두천,2014-04-18,15.8,10,,5.4,,16.25311655
98,동두천,2014-04-19,13.2,9.2,,5.2,,13.33539562
98,동두천,2014-04-20,14.1,8.8,,5.7,,14.24797539
98,동두천,2014-04-21,14.4,7.6,,6.5,,14.4327676
98,동두천,2014-04-22,15.3,6.8,,6.7,,15.43878865
98,동두천,2014-04-23,16.3,7,,4.9,,16.92266294
98,동두천,2014-04-24,16.8,9,,5.6,,17.35793508
98,동두천,2014-04-25,17.1,8.4,,6.2,,17.60181123
98,동두천,2014-04-26,17,9.6,,6.6,,17.42424894
98,동두천,2014-04-27,14.2,11.4,9.8,3.4,,14.96416848
98,동두천,2014-04-28,13.7,11.5,7.1,3.6,,14.34593624
98,동두천,2014-04-29,14.5,11.5,0.1,6.1,,14.62508487
98,동두천,2014-04-30,15.6,11.2,0,3.9,,16.36946989
98,동두천,2014-05-01,15.5,8.5,,5.2,,15.9520666
98,동두천,2014-05-02,14.8,7.8,1.4,9.1,,14.48477983
98,동두천,2014-05-03,12.5,6.3,,6.6,,12.21435774
98,동두천,2014-05-04,10.9,5.6,0.4,8.6,,9.949576631
98,동두천,2014-05-05,10,5.1,0.1,9.4,,8.736960852
98,동두천,2014-05-06,11.4,4.2,,6.4,,10.98632899
98,동두천,2014-05-07,13.7,5,1.5,6.5,,13.62325593
98,동두천,2014-05-08,14.6,10.6,15,6.8,,14.60949999
98,동두천,2014-05-09,15.1,8.1,,4.2,,15.73241275
98,동두천,2014-05-10,18.8,8.4,,3.4,,20.0414572
98,동두천,2014-05-11,16.9,11.5,27.7,4.8,,17.62217317
98,동두천,2014-05-12,15.3,12,12.8,7.7,,15.27695533
98,동두천,2014-05-13,18.1,10.1,,7.1,,18.63112484
98,동두천,2014-05-14,19,13.6,,5.4,,19.90370667
98,동두천,2014-05-15,18.2,13.6,0.8,9.2,,18.50694358
98,동두천,2014-05-16,17.8,9.3,,5.4,,18.53473537
98,동두천,2014-05-17,18.8,10.7,,5.5,,19.66046564
98,동두천,2014-05-18,19,11,,4.5,,20.04816983
98,동두천,2014-05-19,18.5,11,,5.6,,19.30246306
98,동두천,2014-05-20,20.2,13,,5.2,,21.29917686
98,동두천,2014-05-21,19.9,14.2,,7.2,,20.7157585
98,동두천,2014-05-22,20.5,12.7,,4.6,,21.72246142
98,동두천,2014-05-23,20.7,15.1,,4.7,,21.93407722
98,동두천,2014-05-24,20.7,16.3,,4.9,,21.90697658
98,동두천,2014-05-25,19.7,17.3,20.8,5.1,,20.74470791
98,동두천,2014-05-26,19.1,15.6,0.3,7.2,,19.78354135
98,동두천,2014-05-27,22.4,14.7,,6,,23.72705139
98,동두천,2014-05-28,23.1,16,,4.4,,24.67436885
98,동두천,2014-05-29,22.5,16,,6.5,,23.79997406
98,동두천,2014-05-30,23.3,14.1,,3.9,,24.95082804
98,동두천,2014-05-31,24.5,16.2,,4.8,,26.21864348
98,동두천,2014-06-01,23.2,17.5,,3,,24.95035327
98,동두천,2014-06-02,21.3,19.1,2,4.5,,22.63769205
98,동두천,2014-06-03,19.3,17.8,9.2,3.2,,20.63698376
98,동두천,2014-06-04,22,16.4,,3.9,,23.50202731
98,동두천,2014-06-05,22.1,19.1,,2.7,,23.79869831
98,동두천,2014-06-06,24.3,16.2,,4.6,,26.00755446
98,동두천,2014-06-07,22.5,18,,4.3,,24.01132339
98,동두천,2014-06-08,21.4,18.2,,5.7,,22.60882101
98,동두천,2014-06-09,23.1,17.2,,4.8,,24.63508316
98,동두천,2014-06-10,22.6,18.2,2.1,6.3,,23.93183075
98,동두천,2014-06-11,20.2,16.4,24.7,5.2,,21.29917686
98,동두천,2014-06-12,20.2,14.6,,5.7,,21.23443543
98,동두천,2014-06-13,20.4,16.2,3.9,4.6,,21.60969581
98,동두천,2014-06-14,21.6,16.9,,5.1,,22.90326333
98,동두천,2014-06-15,22.6,16.7,,5.1,,24.03934512
98,동두천,2014-06-16,22.9,16.5,,4.3,,24.46021287
98,동두천,2014-06-17,22.7,18.7,21.9,7.1,,23.98578219
98,동두천,2014-06-18,22.9,17.6,,5.1,,24.38016966
98,동두천,2014-06-19,21.8,20,0.2,6,,23.03726861
98,동두천,2014-06-20,22.7,19,0.6,3.4,,24.34611504
98,동두천,2014-06-21,22.1,18.5,0.2,3.6,,23.65472442
98,동두천,2014-06-22,21.9,18.4,0.2,3.9,,23.3905811
98,동두천,2014-06-23,20,17.6,6.4,4.9,,21.11401759
98,동두천,2014-06-24,22.2,17.6,0,5.4,,23.55429678
98,동두천,2014-06-25,23,17.1,,4.7,,24.53169893
98,동두천,2014-06-26,23.6,18.3,,4.5,,25.22721428
98,동두천,2014-06-27,23.2,19,,5.5,,24.68674523
98,동두천,2014-06-28,22.3,19.6,5.5,5.2,,23.68831123
98,동두천,2014-06-29,23.6,18.8,,3.2,,25.36312733
98,동두천,2014-06-30,24.6,18.9,,4.6,,26.34585128
98,동두천,2014-07-01,25.5,18.4,,4.3,,27.37799448
98,동두천,2014-07-02,24.8,20.8,37.4,5.4,,26.52040125
98,동두천,2014-07-03,20.5,19.8,3.8,3.6,,21.88162191
98,동두천,2014-07-04,24.8,19.2,,3.6,,26.6468349
98,동두천,2014-07-05,24.9,19.9,,3.3,,26.78306062
98,동두천,2014-07-06,25.2,20.3,,4.2,,27.04786772
98,동두천,2014-07-07,25.7,17.8,,4,,27.61958237
98,동두천,2014-07-08,24.6,21.8,0.1,3.8,,26.40796212
98,동두천,2014-07-09,25.9,22.4,16.3,5.4,,27.77529161
98,동두천,2014-07-10,26.6,22.1,,5.5,,28.57068856
98,동두천,2014-07-11,25.6,19.2,,6.5,,27.38495431
98,동두천,2014-07-12,24.6,21.4,,4.2,,26.37566247
98,동두천,2014-07-13,24.5,20.6,,5.5,,26.17178239
98,동두천,2014-07-14,25.1,21.1,,4.8,,26.89731219
98,동두천,2014-07-15,24.3,20.4,17.4,4.2,,26.03955985
98,동두천,2014-07-16,24.9,20.2,0,3.5,,26.76591829
98,동두천,2014-07-17,25.1,21.9,0,5,,26.8853706
98,동두천,2014-07-18,25.7,22.8,0,4.3,,27.60243922
98,동두천,2014-07-19,26.3,23.5,,4.3,,28.27577343
98,동두천,2014-07-20,27.1,23.5,,4.4,,29.17064449
98,동두천,2014-07-21,26,22.5,,4.9,,27.91080891
98,동두천,2014-07-22,24.9,23,25.6,4.4,,26.69769289
98,동두천,2014-07-23,23.9,21.2,21.9,4.5,,25.56497805
98,동두천,2014-07-24,22.6,18.5,17.3,2.6,,24.35884732
98,동두천,2014-07-25,25.9,21.1,52.6,6.3,,27.73929476
98,동두천,2014-07-26,22.1,20.8,4.3,8.2,,23.2041692
98,동두천,2014-07-27,24.1,20.9,,2.9,,25.94683132
98,동두천,2014-07-28,24.8,19.2,,2.7,,26.73169466
98,동두천,2014-07-29,25.7,21.7,,3.7,,27.63784182
98,동두천,2014-07-30,26.9,23.3,,4.4,,28.94583071
98,동두천,2014-07-31,27.2,22.9,7.1,5.4,,29.25834384
98,동두천,2014-08-01,28.4,22.1,,2.4,,30.64475061
98,동두천,2014-08-02,29.7,24.9,,4.5,,32.09507758
98,동두천,2014-08-03,25.3,22.8,11.2,4.3,,27.15354974
98,동두천,2014-08-04,25.8,23.7,4.1,3,,27.79526476
98,동두천,2014-08-05,26.1,24,,4,,28.06616759
98,동두천,2014-08-06,23.7,22.2,0.4,2.7,,25.53677022
98,동두천,2014-08-07,24.5,21,22.7,3.8,,26.29672037
98,동두천,2014-08-08,24.8,19.4,,4.7,,26.56462027
98,동두천,2014-08-09,24.9,20.2,,4.9,,26.6647305
98,동두천,2014-08-10,21.7,18.5,20.5,7.9,,22.75651516
98,동두천,2014-08-11,22.4,16.6,,4.4,,23.88752061
98,동두천,2014-08-12,24.4,20.2,,4.5,,26.12791767
98,동두천,2014-08-13,22.2,20.1,1.7,4.7,,23.62817834
98,동두천,2014-08-14,20.9,19,,2.3,,22.58668692
98,동두천,2014-08-15,23.5,17.7,,2.5,,25.3489533
98,동두천,2014-08-16,25.1,20.7,,3.8,,26.9641709
98,동두천,2014-08-17,22.4,20.3,2,2.2,,24.21861987
98,동두천,2014-08-18,21.2,19.3,13.6,3.3,,22.70765708
98,동두천,2014-08-19,20.8,19.1,7.5,2.6,,22.40855316
98,동두천,2014-08-20,23.6,20.6,0.7,2.8,,25.4143726
98,동두천,2014-08-21,21.4,19.7,29.8,4.2,,22.79056783
98,동두천,2014-08-22,23.3,19.3,,5.4,,24.80918714
98,동두천,2014-08-23,24.3,20,,4.3,,26.03132604
98,동두천,2014-08-24,23.6,18.3,0.3,3,,25.38803196
98,동두천,2014-08-25,25,21.5,,2.5,,26.96986329
98,동두천,2014-08-26,23.8,19.3,9.5,4,,25.49830255
98,동두천,2014-08-27,22.6,17.9,,3,,24.29383524
98,동두천,2014-08-28,23.3,17,,3.2,,25.03339639
98,동두천,2014-08-29,23.3,18.2,0.9,2.9,,25.0735196
98,동두천,2014-08-30,23,17.9,0.4,2.5,,24.80864997
98,동두천,2014-08-31,22.7,18.3,,3.3,,24.3598477
98,동두천,2014-09-01,23.7,18.5,,3.7,,25.41718719
98,동두천,2014-09-02,22.2,18.7,5.3,2.2,,24.00435751
98,동두천,2014-09-03,18.7,16.7,66.5,3.3,,19.95400604
98,동두천,2014-09-04,21.4,17,,5.6,,22.61959903
98,동두천,2014-09-05,23.1,17.6,,4.7,,24.644639
98,동두천,2014-09-06,23.4,18.2,,3.4,,25.11874593
98,동두천,2014-09-07,23.1,17.3,,3.8,,24.73933578
98,동두천,2014-09-08,23.4,17.8,,4.5,,25.00203844
98,동두천,2014-09-09,21.6,16.6,,3.4,,23.13198078
98,동두천,2014-09-10,20.4,13.6,,3.5,,21.7889168
98,동두천,2014-09-11,21.1,14.4,,3.4,,22.58010157
98,동두천,2014-09-12,19.1,14.6,7.7,4.3,,20.19576282
98,동두천,2014-09-13,20.8,14.8,,2.3,,22.47923468
98,동두천,2014-09-14,21.3,14.8,,3.4,,22.80085325
98,동두천,2014-09-15,21.2,17.7,,3,,22.76195983
98,동두천,2014-09-16,18.9,11.9,,3.1,,20.22099995
98,동두천,2014-09-17,19.2,14.5,,2.8,,20.6227401
98,동두천,2014-09-18,18.7,11.8,,3.5,,19.90871624
98,동두천,2014-09-19,19,11.7,,3,,20.35472703
98,동두천,2014-09-20,19,11.4,,3.8,,20.17842378
98,동두천,2014-09-21,18.4,13.7,,2.2,,19.93337277
98,동두천,2014-09-22,19.3,12.4,,2.5,,20.81040532
98,동두천,2014-09-23,20.4,13.6,,2.6,,21.97515445
98,동두천,2014-09-24,19.3,16.6,1,3.2,,20.63698376
98,동두천,2014-09-25,20.3,15.2,,2.9,,21.79860068
98,동두천,2014-09-26,19.5,15.8,1.4,3.6,,20.77343284
98,동두천,2014-09-27,20.3,17,,4.6,,21.49693021
98,동두천,2014-09-28,20.7,18.3,2.6,2.4,,22.3470938
98,동두천,2014-09-29,18.8,17.1,8.6,2.9,,20.16114122
98,동두천,2014-09-30,18,14,,4,,19.02281679
98,동두천,2014-10-01,17.4,11.8,,3.3,,18.52210749
98,동두천,2014-10-02,16.7,15.2,11.2,5.2,,17.31728624
98,동두천,2014-10-03,15.3,10.9,,3.9,,16.03513126
98,동두천,2014-10-04,15,8.6,,3.8,,15.72875354
98,동두천,2014-10-05,15.5,9.6,,4.6,,16.0841811
98,동두천,2014-10-06,14.3,7.7,,3.3,,15.1075802
98,동두천,2014-10-07,14.3,8.8,,5.6,,14.4983351
98,동두천,2014-10-08,14.4,7.3,,2.6,,15.47417391
98,동두천,2014-10-09,15.9,8.4,,2.4,,17.17452851
98,동두천,2014-10-10,17.5,8.7,,3.5,,18.58151584
98,동두천,2014-10-11,17.9,12.1,,2.8,,19.2070305
98,동두천,2014-10-12,18.7,9.8,,3.6,,19.88688159
98,동두천,2014-10-13,15.4,8.7,,5.3,,15.81738107
98,동두천,2014-10-14,11.5,5,,2.7,,12.28397192
98,동두천,2014-10-15,11.7,5.7,,4.7,,11.76947052
98,동두천,2014-10-16,12.4,7,1.5,7.7,,11.88063694
98,동두천,2014-10-17,11.3,2.8,,5.2,,11.17379785
98,동두천,2014-10-18,13.5,6.3,,3.2,,14.26218546
98,동두천,2014-10-19,14.8,8.2,,3.1,,15.72459889
98,동두천,2014-10-20,13.9,11.9,18.9,2.1,,15.16175648
98,동두천,2014-10-21,13.2,10.5,7.1,4,,13.66379409
98,동두천,2014-10-22,11.7,6.9,,3.2,,12.28379977
98,동두천,2014-10-23,11.4,4,,3.5,,11.83491381
98,동두천,2014-10-24,13.4,7.3,,3.2,,14.15227514
98,동두천,2014-10-25,14.9,10.7,,3.8,,15.61751179
98,동두천,2014-10-26,14,9.5,1,5.4,,14.19965961
98,동두천,2014-10-27,9.4,3.2,,4.3,,9.310192966
98,동두천,2014-10-28,7.9,-0.9,,2.9,,8.262269134
98,동두천,2014-10-29,10,1.4,,2.3,,10.87439311
98,동두천,2014-10-30,12.1,4.3,,3.5,,12.60911405
98,동두천,2014-10-31,14.5,10.3,0,3.7,,15.20217587
98,동두천,2014-11-01,16.5,13.6,,3.9,,17.37248577
98,동두천,2014-11-02,10.9,5.6,2.5,10,,9.70667368
98,동두천,2014-11-03,8.2,1.7,,7,,7.132155467
98,동두천,2014-11-04,9.2,1.7,,3.8,,9.276731695
98,동두천,2014-11-05,10.2,3,,5.1,,9.951930832
98,동두천,2014-11-06,12,6.2,0,4.9,,12.05162916
98,동두천,2014-11-07,7.8,1.5,,3.7,,7.762982847
98,동두천,2014-11-08,8.1,3,,2.2,,8.898861478
98,동두천,2014-11-09,8.6,3,,4.9,,8.200114075
98,동두천,2014-11-10,7.3,-0.8,,2.9,,7.60728535
98,동두천,2014-11-11,8,1.5,2.1,3.7,,7.98504831
98,동두천,2014-11-12,5.2,-2.4,5.3,10.2,,2.854660591
98,동두천,2014-11-13,-0.8,-4.2,,6.7,,-3.221842492
98,동두천,2014-11-14,2.9,-4,,6.3,,1.202424351
98,동두천,2014-11-15,2.4,-3.7,,3.7,,1.767215335
98,동두천,2014-11-16,4.9,-1.1,0.9,4,,4.397150666
98,동두천,2014-11-17,4.8,1.4,0,5,,3.855955084
98,동두천,2014-11-18,2.7,-2.6,,3.8,,2.046017554
98,동두천,2014-11-19,3,-4,,3.2,,2.721602314
98,동두천,2014-11-20,5.8,-0.7,,3.5,,5.641311957
98,동두천,2014-11-21,10.7,4.1,0,4.1,,10.83741484
98,동두천,2014-11-22,10.1,5.9,7.8,3.9,,10.23992835
98,동두천,2014-11-23,6.8,4.3,,2.9,,7.061465529
98,동두천,2014-11-24,7.3,4.2,,2.9,,7.60728535
98,동두천,2014-11-25,8.9,3.5,,4.5,,8.676789609
98,동두천,2014-11-26,9.3,5,,3.1,,9.692841386
98,동두천,2014-11-27,7.8,3,,2.9,,8.15310517
98,동두천,2014-11-28,6.8,4.5,19.2,4.3,,6.392411355
98,동두천,2014-11-29,5.8,2.4,,2.9,,5.969825888
98,동두천,2014-11-30,7.4,4.7,7.5,4.4,,7.026486937
98,동두천,2014-12-01,-1.8,-8.1,0.2,11.7,,-5.909280931
98,동두천,2014-12-02,-6.3,-9.6,,8.3,,-10.25195195
98,동두천,2014-12-03,-3.8,-7.8,,5,,-5.900349027
98,동두천,2014-12-04,-5.3,-9.9,,7.1,,-8.6077843
98,동두천,2014-12-05,-7.4,-11.4,,5.3,,-10.15771526
98,동두천,2014-12-06,-6.8,-11.9,,6.4,,-10.03685252
98,동두천,2014-12-07,-5,-10.3,,2.7,,-5.639894632
98,동두천,2014-12-08,-2.9,-7.8,,4.9,,-4.827069295
98,동두천,2014-12-09,-4.5,-10.7,,2.7,,-5.096747161
98,동두천,2014-12-10,-1.3,-6.2,1.1,2.1,,-1.071481226
98,동두천,2014-12-11,-2.2,-6.9,0.4,6.5,,-4.764223406
98,동두천,2014-12-12,-5.2,-9.8,0.3,3.7,,-6.671272275
98,동두천,2014-12-13,-5.8,-9.6,,6.8,,-9.061051046
98,동두천,2014-12-14,-5.3,-12.2,,2.6,,-5.87071221
98,동두천,2014-12-15,-0.9,-5.3,6.9,5,,-2.610432525
98,동두천,2014-12-16,-5.8,-10.7,,7.4,,-9.31408167
98,동두천,2014-12-17,-9.9,-12.1,,9.5,,-14.9606568
98,동두천,2014-12-18,-10,-15.6,,4.3,,-12.46094674
98,동두천,2014-12-19,-4.6,-12.3,2,4.2,,-6.338326152
98,동두천,2014-12-20,-2.4,-8.4,2.5,6.3,,-4.912593613
98,동두천,2014-12-21,-8.1,-12.9,,4.3,,-10.32872172
98,동두천,2014-12-22,-6.8,-13.6,,5.6,,-9.636688676
98,동두천,2014-12-23,-2.9,-10.8,,2.6,,-3.270319993
98,동두천,2014-12-24,1.2,-3.3,0.2,5.9,,-0.606303701
98,동두천,2014-12-25,-3.4,-8.2,,6.1,,-5.978469894
98,동두천,2014-12-26,-5.4,-10.5,,3.1,,-6.42840141
98,동두천,2014-12-27,-4.2,-10.3,,2.5,,-4.583851191
98,동두천,2014-12-28,-1.9,-7,,3.2,,-2.664003151
98,동두천,2014-12-29,1.1,-2.3,,3.4,,0.504933181
98,동두천,2014-12-30,-0.1,-3.9,,5.5,,-1.929689911
98,동두천,2014-12-31,-2.5,-7.8,,8.1,,-5.708827044
98,동두천,2015-01-01,-8.1,-10.8,,7,,-11.82190815
98,동두천,2015-01-02,-7,-11.8,,7.8,,-10.88008758
98,동두천,2015-01-03,-4,-13,,3.3,,-5.049145431
98,동두천,2015-01-04,1.3,-2.6,,2.2,,1.613941404
98,동두천,2015-01-05,1.3,-5.4,0.8,3.4,,0.725684865
98,동두천,2015-01-06,-3.5,-8.2,2.1,7,,-6.472908605
98,동두천,2015-01-07,-6.3,-10,,3.3,,-7.58250439
98,동두천,2015-01-08,-6.9,-12.9,,4,,-8.777113473
98,동두천,2015-01-09,-4,-10.8,,4.7,,-5.962121155
98,동두천,2015-01-10,-2,-9.4,,5.7,,-4.191697818
98,동두천,2015-01-11,-0.4,-4.6,,6.5,,-2.682621971
98,동두천,2015-01-12,-4,-10.2,,3.2,,-4.972119779
98,동두천,2015-01-13,-3.1,-9.7,,2.5,,-3.395183865
98,동두천,2015-01-14,0.4,-3.6,,3.1,,-0.067638946
98,동두천,2015-01-15,1.4,-4.4,,3.3,,0.898740821
98,동두천,2015-01-16,-0.6,-3.8,0.5,7.1,,-3.136721353
98,동두천,2015-01-17,-4.4,-8.2,,5.9,,-7.036333692
98,동두천,2015-01-18,-3,-10.3,6.2,4.3,,-4.605380869
98,동두천,2015-01-19,-0.9,-7,0,5.6,,-2.888032738
98,동두천,2015-01-20,-3.7,-10.9,,3,,-4.483538601
98,동두천,2015-01-21,0,-5.4,,3.2,,-0.575707154
98,동두천,2015-01-22,1.7,-2.2,,3.5,,1.106710597
98,동두천,2015-01-23,-0.3,-5.6,,4.9,,-1.881793055
98,동두천,2015-01-24,1.9,-2.1,,3.3,,1.44947103
98,동두천,2015-01-25,1.3,-2.2,6.6,2.9,,1.057447504
98,동두천,2015-01-26,3,0.3,1.1,6.3,,1.317802048
98,동두천,2015-01-27,-3.7,-8,,5.6,,-6.090784709
98,동두천,2015-01-28,-4.8,-10.4,,4.4,,-6.687153782
98,동두천,2015-01-29,-3.1,-8.1,,3.3,,-4.057831056
98,동두천,2015-01-30,-4,-7.3,,5.4,,-6.334909791
98,동두천,2015-01-31,-5.8,-11.6,,3,,-6.781351721
98,동두천,2015-02-01,-4.6,-10.9,,3.3,,-5.710021681
98,동두천,2015-02-02,-2.5,-9.4,,2.2,,-2.457043343
98,동두천,2015-02-03,-1.3,-7.3,,3.5,,-2.211290398
98,동두천,2015-02-04,-0.8,-6.8,,3.1,,-1.383658766
98,동두천,2015-02-05,-1,-6.2,,4.7,,-2.573918923
98,동두천,2015-02-06,-0.7,-7,,3.7,,-1.674799348
98,동두천,2015-02-07,0.3,-3.7,0.2,5.9,,-1.639701378
98,동두천,2015-02-08,-9.9,-13,,7.5,,-14.146787
98,동두천,2015-02-09,-6.2,-14.3,0,6.8,,-9.525179497
98,동두천,2015-02-10,-0.5,-7.6,,6.9,,-2.94811228
98,동두천,2015-02-11,1.4,-2.8,,5,,-0.001188402
98,동두천,2015-02-12,-2.5,-6.2,,10.6,,-6.46854991
98,동두천,2015-02-13,-2.3,-9.6,,6.2,,-4.755060318
98,동두천,2015-02-14,0.7,-6.6,,3.6,,-0.060521649
98,동두천,2015-02-15,7.6,2.3,,3.7,,7.540917383
98,동두천,2015-02-16,4.1,3.4,9.5,2.7,,4.245389346
98,동두천,2015-02-17,1.7,-0.4,1.4,5.3,1,0.209538099
98,동두천,2015-02-18,0.3,-2,,3.4,,-0.378073554
98,동두천,2015-02-19,1.1,-4.7,,2.3,,1.311144039
98,동두천,2015-02-20,3.3,-4,,3.7,,2.76650992
98,동두천,2015-02-21,4.6,2.3,7.4,3.5,,4.314111559
98,동두천,2015-02-22,3.5,-1,2.5,7.9,,1.400562715
98,동두천,2015-02-23,0.4,-3.7,,5,,-1.135642368
98,동두천,2015-02-24,1.2,-3.9,,3.9,,0.321215683
98,동두천,2015-02-25,4.5,-2.1,1.9,8.1,,2.520485887
98,동두천,2015-02-26,0.7,-4.5,0.5,8.1,,-1.946855418
98,동두천,2015-02-27,-2,-6.5,,6,,-4.324115076
98,동두천,2015-02-28,1.5,-4.8,,5,,0.112256995
98,동두천,2015-03-01,2,-1.4,,6.6,,0.05794493
98,동두천,2015-03-02,2.4,-5.6,,5.5,,0.92615077
98,동두천,2015-03-03,1.8,-2.3,4.2,7.1,0.2,-0.342987083
98,동두천,2015-03-04,-2.1,-5.2,,7.6,,-5.06561204
98,동두천,2015-03-05,-1.3,-7.5,,3.6,,-2.276899787
98,동두천,2015-03-06,1.1,-6.9,,4.8,,-0.24943618
98,동두천,2015-03-07,2.9,-5.2,,4.3,,2.015738939
98,동두천,2015-03-08,6.4,-2.8,,4.1,,6.028198346
98,동두천,2015-03-09,2.1,-5.7,,10.4,,-0.90183526
98,동두천,2015-03-10,-3.3,-7.5,,8.2,,-6.684139084
98,동두천,2015-03-11,-0.6,-7.7,0,10.4,,-4.137041858
98,동두천,2015-03-12,1.4,-6,,8.3,,-1.183023854
98,동두천,2015-03-13,5.3,-1.4,,6.8,,3.818513488
98,동두천,2015-03-14,3.4,-3.9,,5.7,,1.993037296
98,동두천,2015-03-15,4.2,-2.3,,5,,3.175282704
98,동두천,2015-03-16,7.9,-2.1,,5,,7.37276238
98,동두천,2015-03-17,9,3,0,3.6,,9.13744762
98,동두천,2015-03-18,10.3,6.8,0,3.2,,10.74505536
98,동두천,2015-03-19,12.2,3.3,,6.3,,11.93255021
98,동두천,2015-03-20,12.6,4.5,,6.2,,12.41593896
98,동두천,2015-03-21,10.7,3.4,,6.2,,10.22634845
98,동두천,2015-03-22,7.6,1.9,,8.1,,6.164895899
98,동두천,2015-03-23,4.5,-2.7,,7.9,,2.573966696
98,동두천,2015-03-24,4.6,-3.6,,5.7,,3.367422877
98,동두천,2015-03-25,6,-2.5,,5,,5.217299843
98,동두천,2015-03-26,7.4,-1.7,,5.5,,6.637832131
98,동두천,2015-03-27,8.3,-0.1,,5.8,,7.575369918
98,동두천,2015-03-28,8.7,-1.1,,5.3,,8.184348378
98,동두천,2015-03-29,10.7,6.6,,3.9,,10.90860561
98,동두천,2015-03-30,12.1,3,,6.1,,11.86259708
